main500_task_id	all750_idx0	specimen_id	image_exists	chosen_image_path	original_local_jpeg	candidate_paths	DOI	jpegURL	jsonURL	occurrenceID
287	287	K000914238	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0288_K000914238.jpg	data_rds/02_raw_images/main500/main500_row0288_K000914238.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0288_K000914238.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0288_K000914238.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0288_K000914238.jpg	http://dx.doi.org/10.5281/zenodo.1486458	https://zenodo.org/record/1486458/files/K000914238.jpg	https://zenodo.org/record/1486458/files/K000914238.json	http://specimens.kew.org/herbarium/K000914238
288	288	E00456297	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0289_E00456297.jpg	data_rds/02_raw_images/main500/main500_row0289_E00456297.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0289_E00456297.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0289_E00456297.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0289_E00456297.jpg	http://dx.doi.org/10.5281/zenodo.1484097	https://zenodo.org/record/1484097/files/E00456297.jpg	https://zenodo.org/record/1484097/files/E00456297.json	http://data.rbge.org.uk/herb/E00456297
289	289	BR0000006918378	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0290_BR0000006918378.jpg	data_rds/02_raw_images/main500/main500_row0290_BR0000006918378.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0290_BR0000006918378.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0290_BR0000006918378.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0290_BR0000006918378.jpg	http://dx.doi.org/10.5281/zenodo.1480969	https://zenodo.org/record/1480969/files/BR0000006918378.jpg	https://zenodo.org/record/1480969/files/BR0000006918378.json	http://www.botanicalcollections.be/specimen/BR0000006918378
290	290	BM001057219	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0291_BM001057219.jpg	data_rds/02_raw_images/main500/main500_row0291_BM001057219.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0291_BM001057219.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0291_BM001057219.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0291_BM001057219.jpg	http://dx.doi.org/10.5281/zenodo.1480611	https://zenodo.org/record/1480611/files/BM001057219.jpg	https://zenodo.org/record/1480611/files/BM001057219.json	a19a8bfb-497e-48d8-994c-869f6e5c8a02
291	291	BM001057259	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0292_BM001057259.jpg	data_rds/02_raw_images/main500/main500_row0292_BM001057259.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0292_BM001057259.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0292_BM001057259.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0292_BM001057259.jpg	http://dx.doi.org/10.5281/zenodo.1480617	https://zenodo.org/record/1480617/files/BM001057259.jpg	https://zenodo.org/record/1480617/files/BM001057259.json	b269b0a3-5c9e-452f-b765-068c567255f6
292	292	BM001057340	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0293_BM001057340.jpg	data_rds/02_raw_images/main500/main500_row0293_BM001057340.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0293_BM001057340.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0293_BM001057340.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0293_BM001057340.jpg	http://dx.doi.org/10.5281/zenodo.1480623	https://zenodo.org/record/1480623/files/BM001057340.jpg	https://zenodo.org/record/1480623/files/BM001057340.json	f8bff341-4acf-4eb2-9a04-adf7e4a70623
293	293	K000773906	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0294_K000773906.jpg	data_rds/02_raw_images/main500/main500_row0294_K000773906.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0294_K000773906.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0294_K000773906.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0294_K000773906.jpg	http://dx.doi.org/10.5281/zenodo.1485971	https://zenodo.org/record/1485971/files/K000773906.jpg	https://zenodo.org/record/1485971/files/K000773906.json	http://specimens.kew.org/herbarium/K000773906
294	294	E00634304	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0295_E00634304.jpg	data_rds/02_raw_images/main500/main500_row0295_E00634304.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0295_E00634304.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0295_E00634304.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0295_E00634304.jpg	http://dx.doi.org/10.5281/zenodo.1484148	https://zenodo.org/record/1484148/files/E00634304.jpg	https://zenodo.org/record/1484148/files/E00634304.json	http://data.rbge.org.uk/herb/E00634304
295	295	BM000546829	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0296_BM000546829.jpg	data_rds/02_raw_images/main500/main500_row0296_BM000546829.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0296_BM000546829.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0296_BM000546829.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0296_BM000546829.jpg	http://dx.doi.org/10.5281/zenodo.1480280	https://zenodo.org/record/1480280/files/BM000546829.jpg	https://zenodo.org/record/1480280/files/BM000546829.json	be595f07-73c5-4764-a96c-8b377e3d1507
296	296	BR0000013234621	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0297_BR0000013234621.jpg	data_rds/02_raw_images/main500/main500_row0297_BR0000013234621.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0297_BR0000013234621.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0297_BR0000013234621.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0297_BR0000013234621.jpg	http://dx.doi.org/10.5281/zenodo.1483256	https://zenodo.org/record/1483256/files/BR0000013234621.jpg	https://zenodo.org/record/1483256/files/BR0000013234621.json	http://www.botanicalcollections.be/specimen/BR0000013234621
297	297	K000965982	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0298_K000965982.jpg	data_rds/02_raw_images/main500/main500_row0298_K000965982.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0298_K000965982.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0298_K000965982.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0298_K000965982.jpg	http://dx.doi.org/10.5281/zenodo.1486546	https://zenodo.org/record/1486546/files/K000965982.jpg	https://zenodo.org/record/1486546/files/K000965982.json	http://specimens.kew.org/herbarium/K000965982
298	298	BR0000025565324V	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0299_BR0000025565324V.jpg	data_rds/02_raw_images/main500/main500_row0299_BR0000025565324V.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0299_BR0000025565324V.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0299_BR0000025565324V.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0299_BR0000025565324V.jpg	http://dx.doi.org/10.5281/zenodo.1483423	https://zenodo.org/record/1483423/files/BR0000025565324V.jpg	https://zenodo.org/record/1483423/files/BR0000025565324V.json	http://www.botanicalcollections.be/specimen/BR0000025565324V
299	299	E00346112	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0300_E00346112.jpg	data_rds/02_raw_images/main500/main500_row0300_E00346112.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0300_E00346112.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0300_E00346112.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0300_E00346112.jpg	http://dx.doi.org/10.5281/zenodo.1483951	https://zenodo.org/record/1483951/files/E00346112.jpg	https://zenodo.org/record/1483951/files/E00346112.json	http://data.rbge.org.uk/herb/E00346112
300	300	E00346124	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0301_E00346124.jpg	data_rds/02_raw_images/main500/main500_row0301_E00346124.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0301_E00346124.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0301_E00346124.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0301_E00346124.jpg	http://dx.doi.org/10.5281/zenodo.1483954	https://zenodo.org/record/1483954/files/E00346124.jpg	https://zenodo.org/record/1483954/files/E00346124.json	http://data.rbge.org.uk/herb/E00346124
301	301	BM000500117	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0302_BM000500117.jpg	data_rds/02_raw_images/main500/main500_row0302_BM000500117.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0302_BM000500117.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0302_BM000500117.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0302_BM000500117.jpg	http://dx.doi.org/10.5281/zenodo.1480260	https://zenodo.org/record/1480260/files/BM000500117.jpg	https://zenodo.org/record/1480260/files/BM000500117.json	dfdbbcd3-bcb3-460c-bbb0-6330b2505439
302	302	K001054528	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0303_K001054528.jpg	data_rds/02_raw_images/main500/main500_row0303_K001054528.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0303_K001054528.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0303_K001054528.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0303_K001054528.jpg	http://dx.doi.org/10.5281/zenodo.1486604	https://zenodo.org/record/1486604/files/K001054528.jpg	https://zenodo.org/record/1486604/files/K001054528.json	http://specimens.kew.org/herbarium/K001054528
303	303	K001102490	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0304_K001102490.jpg	data_rds/02_raw_images/main500/main500_row0304_K001102490.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0304_K001102490.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0304_K001102490.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0304_K001102490.jpg	http://dx.doi.org/10.5281/zenodo.1486636	https://zenodo.org/record/1486636/files/K001102490.jpg	https://zenodo.org/record/1486636/files/K001102490.json	http://specimens.kew.org/herbarium/K001102490
304	304	K000018358	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0305_K000018358.jpg	data_rds/02_raw_images/main500/main500_row0305_K000018358.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0305_K000018358.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0305_K000018358.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0305_K000018358.jpg	http://dx.doi.org/10.5281/zenodo.1485725	https://zenodo.org/record/1485725/files/K000018358.jpg	https://zenodo.org/record/1485725/files/K000018358.json	http://specimens.kew.org/herbarium/K000018358
305	305	U_0006147	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0306_U_0006147.jpg	data_rds/02_raw_images/main500/main500_row0306_U_0006147.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0306_U_0006147.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0306_U_0006147.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0306_U_0006147.jpg	http://dx.doi.org/10.5281/zenodo.1491116	https://zenodo.org/record/1491116/files/U  0006147.jpg	https://zenodo.org/record/1491116/files/U  0006147.json	http://data.biodiversitydata.nl/naturalis/specimen/U%20%200006147
306	306	E00065926	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0307_E00065926.jpg	data_rds/02_raw_images/main500/main500_row0307_E00065926.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0307_E00065926.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0307_E00065926.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0307_E00065926.jpg	http://dx.doi.org/10.5281/zenodo.1483657	https://zenodo.org/record/1483657/files/E00065926.jpg	https://zenodo.org/record/1483657/files/E00065926.json	http://data.rbge.org.uk/herb/E00065926
307	307	E00190030	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0308_E00190030.jpg	data_rds/02_raw_images/main500/main500_row0308_E00190030.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0308_E00190030.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0308_E00190030.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0308_E00190030.jpg	http://dx.doi.org/10.5281/zenodo.1483814	https://zenodo.org/record/1483814/files/E00190030.jpg	https://zenodo.org/record/1483814/files/E00190030.json	http://data.rbge.org.uk/herb/E00190030
308	308	E00064130	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0309_E00064130.jpg	data_rds/02_raw_images/main500/main500_row0309_E00064130.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0309_E00064130.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0309_E00064130.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0309_E00064130.jpg	http://dx.doi.org/10.5281/zenodo.1483631	https://zenodo.org/record/1483631/files/E00064130.jpg	https://zenodo.org/record/1483631/files/E00064130.json	http://data.rbge.org.uk/herb/E00064130
309	309	E00167973	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0310_E00167973.jpg	data_rds/02_raw_images/main500/main500_row0310_E00167973.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0310_E00167973.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0310_E00167973.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0310_E00167973.jpg	http://dx.doi.org/10.5281/zenodo.1483790	https://zenodo.org/record/1483790/files/E00167973.jpg	https://zenodo.org/record/1483790/files/E00167973.json	http://data.rbge.org.uk/herb/E00167973
310	310	E00137807	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0311_E00137807.jpg	data_rds/02_raw_images/main500/main500_row0311_E00137807.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0311_E00137807.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0311_E00137807.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0311_E00137807.jpg	http://dx.doi.org/10.5281/zenodo.1483762	https://zenodo.org/record/1483762/files/E00137807.jpg	https://zenodo.org/record/1483762/files/E00137807.json	http://data.rbge.org.uk/herb/E00137807
311	311	WAG.1824880	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0312_WAG.1824880.jpg	data_rds/02_raw_images/main500/main500_row0312_WAG.1824880.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0312_WAG.1824880.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0312_WAG.1824880.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0312_WAG.1824880.jpg	http://dx.doi.org/10.5281/zenodo.1491164	https://zenodo.org/record/1491164/files/WAG.1824880.jpg	https://zenodo.org/record/1491164/files/WAG.1824880.json	http://data.biodiversitydata.nl/naturalis/specimen/WAG.1824880
312	312	K001106018	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0313_K001106018.jpg	data_rds/02_raw_images/main500/main500_row0313_K001106018.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0313_K001106018.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0313_K001106018.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0313_K001106018.jpg	http://dx.doi.org/10.5281/zenodo.1486640	https://zenodo.org/record/1486640/files/K001106018.jpg	https://zenodo.org/record/1486640/files/K001106018.json	http://specimens.kew.org/herbarium/K001106018
313	313	L.1751618	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0314_L.1751618.jpg	data_rds/02_raw_images/main500/main500_row0314_L.1751618.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0314_L.1751618.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0314_L.1751618.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0314_L.1751618.jpg	http://dx.doi.org/10.5281/zenodo.1486854	https://zenodo.org/record/1486854/files/L.1751618.jpg	https://zenodo.org/record/1486854/files/L.1751618.json	http://data.biodiversitydata.nl/naturalis/specimen/L.1751618
314	314	BM000562804	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0315_BM000562804.jpg	data_rds/02_raw_images/main500/main500_row0315_BM000562804.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0315_BM000562804.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0315_BM000562804.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0315_BM000562804.jpg	http://dx.doi.org/10.5281/zenodo.1480290	https://zenodo.org/record/1480290/files/BM000562804.jpg	https://zenodo.org/record/1480290/files/BM000562804.json	afef67b6-e65c-4219-90b8-d4e0639337c4
315	315	E00067488	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0316_E00067488.jpg	data_rds/02_raw_images/main500/main500_row0316_E00067488.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0316_E00067488.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0316_E00067488.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0316_E00067488.jpg	http://dx.doi.org/10.5281/zenodo.1483659	https://zenodo.org/record/1483659/files/E00067488.jpg	https://zenodo.org/record/1483659/files/E00067488.json	http://data.rbge.org.uk/herb/E00067488
316	316	K000543516	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0317_K000543516.jpg	data_rds/02_raw_images/main500/main500_row0317_K000543516.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0317_K000543516.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0317_K000543516.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0317_K000543516.jpg	http://dx.doi.org/10.5281/zenodo.1485896	https://zenodo.org/record/1485896/files/K000543516.jpg	https://zenodo.org/record/1485896/files/K000543516.json	http://specimens.kew.org/herbarium/K000543516
317	317	BM000945885	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0318_BM000945885.jpg	data_rds/02_raw_images/main500/main500_row0318_BM000945885.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0318_BM000945885.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0318_BM000945885.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0318_BM000945885.jpg	http://dx.doi.org/10.5281/zenodo.1480528	https://zenodo.org/record/1480528/files/BM000945885.jpg	https://zenodo.org/record/1480528/files/BM000945885.json	4713a55e-2903-4ba8-9f21-bb23cf17850a
318	318	BR0000008697363	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0319_BR0000008697363.jpg	data_rds/02_raw_images/main500/main500_row0319_BR0000008697363.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0319_BR0000008697363.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0319_BR0000008697363.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0319_BR0000008697363.jpg	http://dx.doi.org/10.5281/zenodo.1480993	https://zenodo.org/record/1480993/files/BR0000008697363.jpg	https://zenodo.org/record/1480993/files/BR0000008697363.json	http://www.botanicalcollections.be/specimen/BR0000008697363
319	319	BR0000013218911	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0320_BR0000013218911.jpg	data_rds/02_raw_images/main500/main500_row0320_BR0000013218911.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0320_BR0000013218911.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0320_BR0000013218911.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0320_BR0000013218911.jpg	http://dx.doi.org/10.5281/zenodo.1483220	https://zenodo.org/record/1483220/files/BR0000013218911.jpg	https://zenodo.org/record/1483220/files/BR0000013218911.json	http://www.botanicalcollections.be/specimen/BR0000013218911
320	320	L_0016431	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0321_L_0016431.jpg	data_rds/02_raw_images/main500/main500_row0321_L_0016431.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0321_L_0016431.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0321_L_0016431.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0321_L_0016431.jpg	http://dx.doi.org/10.5281/zenodo.1486762	https://zenodo.org/record/1486762/files/L  0016431.jpg	https://zenodo.org/record/1486762/files/L  0016431.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200016431
321	321	K000406288	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0322_K000406288.jpg	data_rds/02_raw_images/main500/main500_row0322_K000406288.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0322_K000406288.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0322_K000406288.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0322_K000406288.jpg	http://dx.doi.org/10.5281/zenodo.1485843	https://zenodo.org/record/1485843/files/K000406288.jpg	https://zenodo.org/record/1485843/files/K000406288.json	http://specimens.kew.org/herbarium/K000406288
322	322	K000912136	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0323_K000912136.jpg	data_rds/02_raw_images/main500/main500_row0323_K000912136.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0323_K000912136.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0323_K000912136.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0323_K000912136.jpg	http://dx.doi.org/10.5281/zenodo.1486428	https://zenodo.org/record/1486428/files/K000912136.jpg	https://zenodo.org/record/1486428/files/K000912136.json	http://specimens.kew.org/herbarium/K000912136
